date,close_USD
2020-10-01,10669.9
2020-10-08,11433.1
2020-10-15,12813
2020-10-22,13289.5
2020-10-29,14163.3
2020-11-05,15708.7
2020-11-12,17800
2020-11-19,18723.4
2020-11-26,19231.4
2020-12-03,18548.5
2020-12-10,21378.1
2020-12-17,23226.7
2020-12-24,28879.9
2020-12-31,36876.7
2021-01-07,37390.1
2021-01-14,35511.8
2021-01-21,30424.2
2021-01-28,37670.9
2021-02-04,44847.5
2021-02-11,52130
2021-02-18,49727.7
2021-02-25,50400
2021-03-04,55851
2021-03-11,58933
2021-03-18,52293.8
2021-03-25,58786.2
2021-04-01,55928.5
2021-04-08,62969
2021-04-15,53815.2
2021-04-22,54899.3
2021-04-29,57497.1
2021-05-06,49502.7
2021-05-13,36742.3
2021-05-20,39283.9
2021-05-27,37565.3
2021-06-03,37396.4
2021-06-10,38337.1
2021-06-17,33683.3
2021-06-24,35046.2
2021-07-01,33885.1
2021-07-08,32815.2
2021-07-15,32125
2021-07-22,40011
2021-07-29,39749
2021-08-05,45571.7
2021-08-12,44714.7
2021-08-19,48991.3
2021-08-26,48872.2
2021-09-02,46073.4
2021-09-09,48152.3
2021-09-16,43562.8
2021-09-23,41524.8
2021-09-30,55350.2
2021-10-07,57381.2
2021-10-14,66035.8
2021-10-21,58500.1
2021-10-28,62942.9
2021-11-04,64969
2021-11-11,60367.8
2021-11-18,57203.3
2021-11-25,57237.9
2021-12-02,50515.1
2021-12-09,48881.3
2021-12-16,48624.9
2021-12-23,46473.2
2021-12-30,43410
2022-01-06,43927.8
2022-01-13,41686.2
2022-01-20,36827.6
2022-01-27,36903.3
2022-02-03,44420
2022-02-10,43873.1
2022-02-17,37250.1
2022-02-24,43922.5
2022-02-27,38301
2022-02-28,44691
2022-03-01,44035
2022-03-02,43584
2022-03-03,41532
2022-03-04,39080
2022-03-05,38524
2022-03-06,38609
2022-03-07,38825
2022-03-08,41917
2022-03-09,39247
2022-03-10,39933
2022-03-11,39197
2022-03-12,38497
2022-03-13,38836
2022-03-14,38876
2022-03-15,40391
2022-03-16,41037
2022-03-17,40467
2022-03-18,41889
2022-03-19,41688
2022-03-20,41243
2022-03-21,42984
2022-03-22,42396
2022-03-23,42839
2022-03-24,44870
2022-03-25,44392
2022-03-26,44463
2022-03-27,47234
2022-03-28,47875
2022-03-29,47331
2022-03-30,47421
2022-03-31,45264
2022-04-01,46748
2022-04-02,46409
2022-04-03,46007
2022-04-04,46780
2022-04-05,44775
2022-04-06,43547
2022-04-07,43164
2022-04-08,42520
2022-04-09,42590
2022-04-10,41141
2022-04-11,40620
2022-04-12,39732
2022-04-13,41149
2022-04-14,40149
2022-04-15,40470
2022-04-16,40434
2022-04-17,39423
2022-04-18,40970
2022-04-19,42143
2022-04-20,42693
2022-04-21,40419
2022-04-22,39718
2022-04-23,39595
2022-04-24,38816
2022-04-25,40289
2022-04-26,38888
2022-04-27,39540
2022-04-28,38915
2022-04-29,38547
2022-04-30,37966
2022-05-01,38492
2022-05-02,38430
2022-05-03,38960
2022-05-04,39495
2022-05-05,35813
2022-05-06,36021
2022-05-07,34620
2022-05-08,32850
2022-05-09,32160
2022-05-10,29259
2022-05-11,28297
2022-05-12,30687
2022-05-13,29023
2022-05-14,30258
2022-05-15,29876
2022-05-16,30541
2022-05-17,29520
2022-05-18,29452
2022-05-19,30234
2022-05-20,29253
2022-05-21,30135
2022-05-22,30356
2022-05-23,29222
2022-05-24,29539
2022-05-25,28910
2022-05-26,29227
2022-05-27,28944
2022-05-28,29355
2022-05-29,30510
2022-05-30,31601
2022-05-31,31726
2022-06-01,30046
2022-06-02,29501
2022-06-03,29512
2022-06-04,29697
2022-06-05,31387
2022-06-06,29480
2022-06-07,30127
2022-06-08,30076
2022-06-09,29612
2022-06-10,28448
2022-06-11,27402
2022-06-12,23619
2022-06-13,22116
2022-06-14,21162
2022-06-15,21121
2022-06-16,20622
2022-06-17,19126
2022-06-18,19322
2022-06-19,20540
2022-06-20,21090
2022-06-21,20365
2022-06-22,20548
2022-06-23,21196
2022-06-24,21115
2022-06-25,21450
2022-06-26,21216
2022-06-27,20938
2022-06-28,19991
2022-06-29,19191
2022-06-30,19259
2022-07-01,19254
2022-07-02,19222
2022-07-03,19291
2022-07-04,20208
2022-07-05,20157
2022-07-06,20543
2022-07-07,20233.6
2022-07-08,21595
2022-07-09,21580
2022-07-10,20843
2022-07-11,19945
2022-07-12,19307
2022-07-13,20226
2022-07-14,23242.4
2022-07-15,20827
2022-07-16,21194
2022-07-17,20789
2022-07-18,22434
2022-07-19,23397
2022-07-20,23222
2022-07-21,22964.3
2022-07-22,22683
2022-07-23,22453
2022-07-24,22582
2022-07-25,21310
2022-07-26,21268
2022-07-27,22962
2022-07-28,22827.9
2022-07-29,23798
2022-07-30,23646
2022-07-31,23310
2022-08-01,23275
2022-08-02,22991
2022-08-03,22832
2022-08-04,23958.8
2022-08-05,23319
2022-08-06,22949
2022-08-07,23180
2022-08-08,23820
2022-08-09,23155
2022-08-10,23963
2022-08-11,23336.2
2022-08-12,24415
2022-08-13,24454
2022-08-14,24311
2022-08-15,24099
2022-08-16,23863
2022-08-17,23345
2022-08-18,21375.1
2022-08-19,20836
2022-08-20,21139
2022-08-21,21478
2022-08-22,21398
2022-08-23,21524
2022-08-24,21368
2022-08-25,20052.6
2022-08-26,20241
2022-08-27,20036
2022-08-28,19552
2022-08-29,20289
2022-08-30,19807
2022-08-31,20052
2022-09-01,19283.1
2022-09-02,19952
2022-09-03,19834
2022-09-04,20007
2022-09-05,19791
2022-09-06,18790
2022-09-07,19291
2022-09-08,20233
2022-09-09,21367
2022-09-10,21650
2022-09-11,21838
2022-09-12,22405
2022-09-13,20173
2022-09-14,20231
2022-09-15,18469.2
2022-09-16,19802
2022-09-17,20118
2022-09-18,19419
2022-09-19,19537
2022-09-20,18879
2022-09-21,18445
2022-09-22,19400
2022-09-23,19288
2022-09-24,18924
2022-09-25,18811
2022-09-26,19228
2022-09-27,19080
2022-09-28,19412
2022-09-29,20162.7
2022-09-30,19427
2022-10-01,19317
2022-10-02,19060
2022-10-03,19631
2022-10-04,20343
2022-10-05,20164
2022-10-06,19155.9
2022-10-07,19533
2022-10-08,19418
2022-10-09,19448
2022-10-10,19132
2022-10-11,19059
2022-10-12,19157
2022-10-13,19124.1
2022-10-14,19181
2022-10-15,19072
2022-10-16,19264
2022-10-17,19552
2022-10-18,19331
2022-10-19,19126
2022-10-20,20775.9
2022-10-21,19166
2022-10-22,19207
2022-10-23,19573
2022-10-24,19332
2022-10-25,20088
2022-10-26,20774
2022-10-27,20153.5
2022-10-28,20597
2022-10-29,20823
2022-10-30,20631
2022-10-31,20498
2022-11-01,20485
2022-11-02,20157
2022-11-03,15863.7
2022-11-04,21155
2022-11-05,21305
2022-11-06,20924
2022-11-07,20568
2022-11-08,18552
2022-11-09,15898
2022-11-10,16664
2022-11-11,17000
2022-11-12,16788
2022-11-13,16320
2022-11-14,16604
2022-11-15,16877
2022-11-16,16643
2022-11-17,16599.3
2022-11-18,16681
2022-11-19,16688
2022-11-20,16259
2022-11-21,15761
2022-11-22,16203
2022-11-23,16600
2022-11-24,17166.9
2022-11-25,16510
2022-11-26,16455
2022-11-27,16429
2022-11-28,16211
2022-11-29,16442
2022-11-30,17171
2022-12-01,16837.3
2022-12-02,17094
2022-12-03,16895
2022-12-04,17116
2022-12-05,16969
2022-12-06,17092
2022-12-07,16842
2022-12-08,17804.9
2022-12-09,17134
2022-12-10,17134
2022-12-11,17098
2022-12-12,17219
2022-12-13,17778
2022-12-14,17807
2022-12-15,16829.4
2022-12-16,16637
2022-12-17,16792
2022-12-18,16748
2022-12-19,16441
2022-12-20,16910
2022-12-21,16831
2022-12-22,16541.6
2022-12-23,16787
2022-12-24,16850
2022-12-25,16837
2022-12-26,16924
2022-12-27,16694
2022-12-28,16533
2022-12-29,16635
2022-12-30,16586
2022-12-31,16529
2023-01-01,16612
2023-01-02,16667
2023-01-03,16674
2023-01-04,16854
2023-01-05,16827
2023-01-06,16953
2023-01-07,16947
2023-01-08,17128
2023-01-09,17180
2023-01-10,17443
2023-01-11,17949
2023-01-12,18855
2023-01-13,19934
2023-01-14,20962
2023-01-15,20895
2023-01-16,21192
2023-01-17,21141
2023-01-18,20680
2023-01-19,21087
2023-01-20,22687
2023-01-21,22790
2023-01-22,22722
2023-01-23,22917
2023-01-24,22645
2023-01-25,23054
2023-01-26,23013
2023-01-27,23075
2023-01-28,23031
2023-01-29,23751
2023-01-30,22835
2023-01-31,23134
2023-02-01,23732
2023-02-02,23489
2023-02-03,23437
2023-02-04,23327
2023-02-05,22937
2023-02-06,22766
2023-02-07,23253
2023-02-08,22964
2023-02-09,21792
2023-02-10,21639
2023-02-11,21868
2023-02-12,21786
2023-02-13,21791
2023-02-14,22213
2023-02-15,24334
2023-02-16,23521
2023-02-17,24572
2023-02-18,24643
2023-02-19,24287
2023-02-20,24839
2023-02-21,24442
2023-02-22,24186
2023-02-23,23942
2023-02-24,23193
2023-02-25,23167
2023-02-26,23564
2023-02-27,23400
2023-02-28,23180
2023-03-01,23520
2023-03-02,23517
2023-03-03,22335
2023-03-04,22337
2023-03-05,22396
2023-03-06,22423
2023-03-07,22101
2023-03-08,21726
2023-03-09,20351
2023-03-10,20190
2023-03-11,20592
2023-03-12,21889
2023-03-13,24113
2023-03-14,24680
2023-03-15,24458
2023-03-16,24998
2023-03-17,27447
2023-03-18,27089
2023-03-19,28191
2023-03-20,27954
2023-03-21,28020
2023-03-22,27339
2023-03-23,28243
2023-03-24,27516
2023-03-25,27465
2023-03-26,28000
2023-03-27,27140
2023-03-28,27190
2023-03-29,28410
2023-03-30,27970
2023-03-31,28534
2023-04-01,28531
2023-04-02,28099
2023-04-03,27919
2023-04-04,28250
2023-04-05,28172
2023-04-06,28000
2023-04-07,27926
2023-04-08,27932
2023-04-09,28420
2023-04-10,29632
2023-04-11,30203
2023-04-12,29876
2023-04-13,30361
2023-04-14,30469
2023-04-15,30346
2023-04-16,30336
2023-04-17,29525
2023-04-18,30336
2023-04-19,29117
2023-04-20,28256
2023-04-21,27309
2023-04-22,27825
2023-04-23,27615
2023-04-24,27433
2023-04-25,28216
2023-04-26,28292
2023-04-27,29439
2023-04-28,29415
2023-04-29,29203
2023-04-30,29400
2023-05-01,28142
2023-05-02,28695
2023-05-03,29090
2023-05-04,28843
2023-05-05,29619
2023-05-06,28881
2023-05-07,28810
2023-05-08,27623
2023-05-09,27577
2023-05-10,27559
2023-05-11,26916
2023-05-12,26766
2023-05-13,26900
2023-05-14,26902
2023-05-15,27333
2023-05-16,26999
2023-05-17,27338
2023-05-18,26901
2023-05-19,26887
2023-05-20,27077
2023-05-21,26784
2023-05-22,26858
2023-05-23,27215
2023-05-24,26356
2023-05-25,26447
2023-05-26,26729
2023-05-27,26830
2023-05-28,28051
2023-05-29,27741
2023-05-30,27732
2023-05-31,27177
2023-06-01,26888
2023-06-02,27271
2023-06-03,27072
2023-06-04,27295
2023-06-05,25762
2023-06-06,27151
2023-06-07,26283
2023-06-08,26589
2023-06-09,26484
2023-06-10,25848
2023-06-11,25855
2023-06-12,25925
2023-06-13,25862
2023-06-14,25016
2023-06-15,25604
2023-06-16,26330
2023-06-17,26540
2023-06-18,26410
2023-06-19,26780
2023-06-20,28196
2023-06-21,30152
2023-06-22,29958
2023-06-23,30622
2023-06-24,30566
2023-06-25,30510
2023-06-26,30229
2023-06-27,30695
2023-06-28,30160
2023-06-29,30419
2023-06-30,30489
2023-07-01,30578
2023-07-02,30584
2023-07-03,31139
2023-07-04,30805
2023-07-05,30412
2023-07-06,30249
2023-07-07,30339
2023-07-08,30213
2023-07-09,30178
2023-07-10,30356
2023-07-11,30530
2023-07-12,30371
2023-07-13,31333
2023-07-14,30321
2023-07-15,30302
2023-07-16,30319
2023-07-17,30110
2023-07-18,29816
2023-07-19,29887
2023-07-20,29825
2023-07-21,29936
2023-07-22,29825
2023-07-23,30031
2023-07-24,29179
2023-07-25,29232
2023-07-26,29392
2023-07-27,29201
2023-07-28,29304
2023-07-29,29360
2023-07-30,29249
2023-07-31,29214
2023-08-01,29202
2023-08-02,29153
2023-08-03,29210
2023-08-04,29060
2023-08-05,29064
2023-08-06,29070
2023-08-07,29164
2023-08-08,29762
2023-08-09,29542
2023-08-10,29441
2023-08-11,29402
2023-08-12,29421
2023-08-13,29298
2023-08-14,29400
2023-08-15,29168
2023-08-16,28879
2023-08-17,26837
2023-08-18,26069
2023-08-19,26070
2023-08-20,26214
2023-08-21,26142
2023-08-22,25805
2023-08-23,26424
2023-08-24,26108
2023-08-25,26013
2023-08-26,26032
2023-08-27,26081
2023-08-28,26050
2023-08-29,27655
2023-08-30,27256
2023-08-31,26053
2023-09-01,25759
2023-09-02,25847
2023-09-03,25953
2023-09-04,25746
2023-09-05,25764
2023-09-06,25738
2023-09-07,26338
2023-09-08,25904
2023-09-09,25891
2023-09-10,25855
2023-09-11,25148
2023-09-12,25986
2023-09-13,26257
2023-09-14,26600
2023-09-15,26766
2023-09-16,26559
2023-09-17,26476
2023-09-18,26873
2023-09-19,27196
2023-09-20,27099
2023-09-21,26588
2023-09-22,26581
2023-09-23,26584
2023-09-24,26502
2023-09-25,26291
2023-09-26,26164
2023-09-27,26315
2023-09-28,27019
2023-09-29,26874
2023-09-30,27009
2023-10-01,27986
2023-10-02,27556
2023-10-03,27399
2023-10-04,27745
2023-10-05,27445
2023-10-06,28003
2023-10-07,27967
2023-10-08,27926
2023-10-09,27542
2023-10-10,27451
2023-10-11,26788
2023-10-12,26759
2023-10-13,26828
2023-10-14,26854
2023-10-15,27122
2023-10-16,28521
2023-10-17,28426
2023-10-18,28329
2023-10-19,28684
2023-10-20,29641
2023-10-21,30003
2023-10-22,30016
2023-10-23,33052
2023-10-24,34042
2023-10-25,34608
2023-10-26,34241
2023-10-27,33829
2023-10-28,34124
2023-10-29,34714
2023-10-30,34507
2023-10-31,34549
2023-11-01,35284
2023-11-02,34802
2023-11-03,34645
2023-11-04,35182
2023-11-05,35024
2023-11-06,35127
2023-11-07,35342
2023-11-08,35785
2023-11-09,36560
2023-11-10,37401
2023-11-11,36888
2023-11-12,37154
2023-11-13,36506
2023-11-14,35595
2023-11-15,37716
2023-11-16,36240
2023-11-17,36514
2023-11-18,36531
2023-11-19,36991
2023-11-20,37451
2023-11-21,36391
2023-11-22,37486
2023-11-23,37307
2023-11-24,37716
2023-11-25,37769
2023-11-26,37664
2023-11-27,37044
2023-11-28,37882
2023-11-29,37803
2023-11-30,37700
2023-12-01,38725
2023-12-02,39372
2023-12-03,40050
2023-12-04,41941
2023-12-05,44294
2023-12-06,43767
2023-12-07,43166
2023-12-08,44294
2023-12-09,43927
2023-12-10,43807
2023-12-11,41281
2023-12-12,41208
2023-12-13,43001
2023-12-14,43069
2023-12-15,42069
2023-12-16,42274
2023-12-17,41697
2023-12-18,42496
2023-12-19,42320
2023-12-20,43629
2023-12-21,43963
2023-12-22,43815
2023-12-23,43797
2023-12-24,43020
2023-12-25,43702
2023-12-26,42485
2023-12-27,43363
2023-12-28,42619
2023-12-29,41774
2023-12-30,42132
2023-12-31,42297
2024-01-01,43536
2024-01-02,44994
2024-01-03,42762
2024-01-04,44341
2024-01-05,44014
2024-01-06,43898
2024-01-07,43902
2024-01-08,47024
2024-01-09,46244
2024-01-10,46924
2024-01-11,46410
2024-01-12,42480
2024-01-13,42981
2024-01-14,42245
2024-01-15,42589
2024-01-16,43224
2024-01-17,42674
2024-01-18,41315
2024-01-19,41664
2024-01-20,41757
2024-01-21,41620
2024-01-22,39812
2024-01-23,39446
2024-01-24,39860
2024-01-25,39948
2024-01-26,41917
2024-01-27,42158
2024-01-28,41832
2024-01-29,43139
2024-01-30,43343
2024-01-31,42634
2024-02-01,42934
2024-02-02,43179
2024-02-03,43025
2024-02-04,42550
2024-02-05,42447
