date,close_USD
2024-02-06,43190
2024-02-07,44153
2024-02-08,45284
2024-02-09,47302
2024-02-10,47840
2024-02-11,48149
2024-02-12,50045
2024-02-13,49555
2024-02-14,51837
2024-02-15,51701
2024-02-16,52004
2024-02-17,51718
2024-02-18,52232
2024-02-19,51949
2024-02-20,52209
2024-02-21,51508
2024-02-22,51447
2024-02-23,50791
2024-02-24,51562
2024-02-25,51701
2024-02-26,54680
2024-02-27,56920
2024-02-28,61300
2024-02-29,61259
2024-03-01,62535
2024-03-02,61761
2024-03-03,62852
2024-03-04,67997
2024-03-05,63436
2024-03-06,66014
2024-03-07,67210
2024-03-08,68345
2024-03-09,68498
2024-03-10,68520
2024-03-11,72455
2024-03-12,71174
2024-03-13,73012
2024-03-14,71499
2024-03-15,69118
2024-03-16,66334
2024-03-17,68192
2024-03-18,67684
2024-03-19,62577
2024-03-20,67688
2024-03-21,65408
2024-03-22,63021
2024-03-23,64776
2024-03-24,66957
2024-03-25,70320
2024-03-26,70239
2024-03-27,69399
2024-03-28,70864
2024-03-29,69823
2024-03-30,69758
2024-03-31,70981
2024-04-01,69756
2024-04-02,65841
2024-04-03,66162
2024-04-04,67949
2024-04-05,67655
2024-04-06,69056
2024-04-07,69202
2024-04-08,71905
2024-04-09,69324
2024-04-10,70529
2024-04-11,70197
2024-04-12,67092
2024-04-13,64378
2024-04-14,65342
2024-04-15,63468
2024-04-16,63818
2024-04-17,61683
2024-04-18,63543
2024-04-19,64037
2024-04-20,64681
2024-04-21,65043
2024-04-22,67062
2024-04-23,66368
2024-04-24,64082
2024-04-25,64609
2024-04-26,63793
2024-04-27,63223
2024-04-28,63131
2024-04-29,63860
2024-04-30,60531
2024-05-01,57802
2024-05-02,59335
2024-05-03,62840
2024-05-04,63648
2024-05-05,63876
2024-05-06,63488
2024-05-07,62850
2024-05-08,61240
2024-05-09,63292
2024-05-10,60847
2024-05-11,60900
2024-05-12,61300
2024-05-13,62760
2024-05-14,61682
2024-05-15,66142
2024-05-16,65414
2024-05-17,66800
2024-05-18,66944
2024-05-19,66345
2024-05-20,69611
2024-05-21,70194
2024-05-22,69113
2024-05-23,67656
2024-05-24,68768
2024-05-25,69115
2024-05-26,68534
2024-05-27,69521
2024-05-28,68529
2024-05-29,67608
2024-05-30,68293
2024-05-31,67473
2024-06-01,67727
2024-06-02,67901
2024-06-03,69034
2024-06-04,70576
2024-06-05,71150
2024-06-06,70852
2024-06-07,69471
2024-06-08,69337
2024-06-09,69612
2024-06-10,69459
2024-06-11,67361
2024-06-12,68315
2024-06-13,66868
2024-06-14,65971
2024-06-15,66161
2024-06-16,66703
2024-06-17,66629
2024-06-18,65247
2024-06-19,64835
2024-06-20,64960
2024-06-21,64134
2024-06-22,64284
2024-06-23,63613
2024-06-24,60015
2024-06-25,61908
2024-06-26,60885
2024-06-27,61574
2024-06-28,60247
2024-06-29,60872
2024-06-30,62810
2024-07-01,62916
2024-07-02,61996
2024-07-03,60254
2024-07-04,58016
2024-07-05,56627
2024-07-06,58112
2024-07-07,56406
2024-07-08,56682
2024-07-09,57949
2024-07-10,57696
2024-07-11,57338
2024-07-12,57801
2024-07-13,59469
2024-07-14,60881
2024-07-15,64374
2024-07-16,64651
2024-07-17,64277
2024-07-18,64020
2024-07-19,66748
2024-07-20,67131
2024-07-21,68026
2024-07-22,67669
2024-07-23,65920
2024-07-24,65296
2024-07-25,65661
2024-07-26,67940
2024-07-27,68634
2024-07-28,68043
2024-07-29,67226
2024-07-30,66209
2024-07-31,64967
2024-08-01,65147
2024-08-02,61301
2024-08-03,60589
2024-08-04,58705
2024-08-05,54703
2024-08-06,56208
2024-08-07,55282
2024-08-08,62346
2024-08-09,60796
2024-08-10,60957
2024-08-11,59008
2024-08-12,59062
2024-08-13,60587
2024-08-14,58984
2024-08-15,57629
2024-08-16,58993
2024-08-17,59311
2024-08-18,59390
2024-08-19,59258
2024-08-20,59365
2024-08-21,61200
2024-08-22,60447
2024-08-23,64154
2024-08-24,63910
2024-08-25,64517
2024-08-26,63041
2024-08-27,59500
2024-08-28,59204
2024-08-29,59215
2024-08-30,59230
2024-08-31,59022
2024-09-01,57282
2024-09-02,59345
2024-09-03,57845
2024-09-04,58128
2024-09-05,56104
2024-09-06,53623
2024-09-07,53948
2024-09-08,54542
2024-09-09,57224
2024-09-10,57617
2024-09-11,57468
2024-09-12,58133
2024-09-13,60637
2024-09-14,60026
2024-09-15,59447
2024-09-16,57970
2024-09-17,60275
2024-09-18,60688
2024-09-19,62954
2024-09-20,63185
2024-09-21,63243
2024-09-22,63866
2024-09-23,63229
2024-09-24,64596
2024-09-25,63257
2024-09-26,65089
2024-09-27,65889
2024-09-28,65706
2024-09-29,65693
2024-09-30,63515
2024-10-01,60757
2024-10-02,60835
2024-10-03,60886
2024-10-04,62216
2024-10-05,62035
2024-10-06,62619
2024-10-07,62456
2024-10-08,62127
2024-10-09,60747
2024-10-10,60093
2024-10-11,62434
2024-10-12,63271
2024-10-13,62783
2024-10-14,66395
2024-10-15,66731
2024-10-16,67776
2024-10-17,67414
2024-10-18,68198
2024-10-19,68329
2024-10-20,69145
2024-10-21,67758
2024-10-22,67715
2024-10-23,66416
2024-10-24,68150
2024-10-25,66567
2024-10-26,67046
2024-10-27,68044
2024-10-28,69910
2024-10-29,72624
2024-10-30,72371
2024-10-31,70372
2024-11-01,69400
2024-11-02,69409
2024-11-03,68857
2024-11-04,67885
2024-11-05,69594
2024-11-06,75688
2024-11-07,75921
2024-11-08,76415
2024-11-09,76545
2024-11-10,80680
2024-11-11,88092
2024-11-12,88624
2024-11-13,89790
2024-11-14,87691
2024-11-15,91211
2024-11-16,90343
2024-11-17,89488
2024-11-18,91231
2024-11-19,91936
2024-11-20,94240
2024-11-21,98412
2024-11-22,98740
2024-11-23,97730
2024-11-24,97999
2024-11-25,94300
2024-11-26,91749
2024-11-27,96152
2024-11-28,95670
2024-11-29,97365
2024-11-30,96520
2024-12-01,97612
2024-12-02,95395
2024-12-03,96142
2024-12-04,98356
2024-12-05,96750
2024-12-06,100644
2024-12-07,99700
2024-12-08,100284
2024-12-09,97036
2024-12-10,96971
2024-12-11,101265
2024-12-12,100467
2024-12-13,101247
2024-12-14,101108
2024-12-15,103220
2024-12-16,105778
2024-12-17,105933
2024-12-18,101131
2024-12-19,98243
2024-12-20,97403
2024-12-21,97032
2024-12-22,95443
2024-12-23,95113
2024-12-24,98694
2024-12-25,98786
2024-12-26,95708
2024-12-27,94298
2024-12-28,95164
2024-12-29,92956
2024-12-30,92614
2024-12-31,93318
2025-01-01,94616
2025-01-02,96830
2025-01-03,98256
2025-01-04,98412
2025-01-05,98669
2025-01-06,102039
2025-01-07,97136
2025-01-08,95251
2025-01-09,92481
2025-01-10,94748
2025-01-11,94572
2025-01-12,93870
2025-01-13,94370
2025-01-14,96668
2025-01-15,99738
2025-01-16,99805
2025-01-17,104413
2025-01-18,104172
2025-01-19,103290
2025-01-20,103500
2025-01-21,106000
2025-01-22,103814
2025-01-23,104000
2025-01-24,104733
2025-01-25,105060
2025-01-26,104311
2025-01-27,101646
2025-01-28,101233
2025-01-29,103530
2025-01-30,105119
2025-01-31,102239
2025-02-01,100663
2025-02-02,97923
2025-02-03,101822
2025-02-04,97710
2025-02-05,96463
2025-02-06,96900
2025-02-07,96075
2025-02-08,96512
2025-02-09,95938
2025-02-10,97436
2025-02-11,95567
2025-02-12,97812
2025-02-13,96373
2025-02-14,97153
2025-02-15,97548
2025-02-16,96880
2025-02-17,95900
2025-02-18,95298
2025-02-19,96559
2025-02-20,98157
2025-02-21,95792
2025-02-22,96647
2025-02-23,95809
2025-02-24,92459
2025-02-25,88740
2025-02-26,84307
2025-02-27,84597
2025-02-28,84082
2025-03-01,86083
2025-03-02,94309
2025-03-03,86604
2025-03-04,87436
2025-03-05,90519
2025-03-06,90336
2025-03-07,86750
2025-03-08,86343
2025-03-09,80315
2025-03-10,79500
2025-03-11,82900
2025-03-12,83673
2025-03-13,81349
2025-03-14,84455
2025-03-15,84400
2025-03-16,82129
2025-03-17,84066
2025-03-18,82424
2025-03-19,86198
2025-03-20,84097
2025-03-21,84150
2025-03-22,83962
2025-03-23,85362
2025-03-24,87473
2025-03-25,87534
2025-03-26,86852
2025-03-27,87340
2025-03-28,84424
2025-03-29,82367
2025-03-30,82391
2025-03-31,82381
2025-04-01,85095
2025-04-02,82799
2025-04-03,82706
2025-04-04,84029
2025-04-05,83176
2025-04-06,78000
2025-04-07,79932
2025-04-08,76655
2025-04-09,83030
2025-04-10,79642
2025-04-11,83388
2025-04-12,85331
2025-04-13,83302
2025-04-14,84496
2025-04-15,83828
2025-04-16,84468
2025-04-17,84742
2025-04-18,84523
2025-04-19,85246
2025-04-20,84833
2025-04-21,87164
2025-04-22,92777
2025-04-23,93769
2025-04-24,93450
2025-04-25,94911
2025-04-26,94811
2025-04-27,93987
2025-04-28,94833
2025-04-29,94206
2025-04-30,94122
2025-05-01,96418
2025-05-02,96676
2025-05-03,96208
2025-05-04,95027
2025-05-05,95050
2025-05-06,96268
2025-05-07,97283
2025-05-08,102974
2025-05-09,102791
2025-05-10,103600
2025-05-11,103805
2025-05-12,102857
2025-05-13,104146
2025-05-14,103521
2025-05-15,103529
2025-05-16,103551
2025-05-17,103100
2025-05-18,105964
2025-05-19,105575
2025-05-20,106800
2025-05-21,108799
2025-05-22,111055
2025-05-23,107834
2025-05-24,108070
2025-05-25,109192
2025-05-26,109220
2025-05-27,109067
2025-05-28,107431
2025-05-29,105963
2025-05-30,104041
2025-05-31,104680
2025-06-01,105549
2025-06-02,105700
2025-06-03,105827
2025-06-04,104840
2025-06-05,101557
2025-06-06,104582
2025-06-07,105881
2025-06-08,105828
2025-06-09,110220
2025-06-10,109740
2025-06-11,108469
2025-06-12,105947
2025-06-13,105807
2025-06-14,105474
2025-06-15,105294
2025-06-16,107751
2025-06-17,104271
2025-06-18,104824
2025-06-19,104618
2025-06-20,103116
2025-06-21,101824
2025-06-22,101000
2025-06-23,105663
2025-06-24,106070
2025-06-25,107336
2025-06-26,107041
2025-06-27,107165
2025-06-28,107413
2025-06-29,108095
2025-06-30,107167
2025-07-01,105700
2025-07-02,109191
2025-07-03,109758
2025-07-04,108288
2025-07-05,108234
2025-07-06,109270
2025-07-07,108029
2025-07-08,108953
2025-07-09,111432
2025-07-10,116000
2025-07-11,117615
2025-07-12,117411
2025-07-13,118575
2025-07-14,119855
2025-07-15,117844
2025-07-16,118725
2025-07-17,119822
2025-07-18,117784
2025-07-19,117850
2025-07-20,117543
2025-07-21,117420
2025-07-22,119873
2025-07-23,118620
2025-07-24,118364
2025-07-25,117307
2025-07-26,118087
2025-07-27,119556
2025-07-28,117856
2025-07-29,117819
2025-07-30,117488
2025-07-31,116072
2025-08-01,113170
2025-08-02,112838
2025-08-03,114326
2025-08-04,115332
2025-08-05,113945
2025-08-06,115125
2025-08-07,117634
2025-08-08,116905
2025-08-09,116559
2025-08-10,119005
2025-08-11,118901
2025-08-12,120070
2025-08-13,123354
2025-08-14,118383
2025-08-15,117426
2025-08-16,117487
2025-08-17,118033
2025-08-18,116456
2025-08-19,113154
2025-08-20,114598
2025-08-21,112473
2025-08-22,116725
2025-08-23,115269
2025-08-24,113446
2025-08-25,110179
2025-08-26,111922
2025-08-27,111449
2025-08-28,112354
2025-08-29,108374
2025-08-30,108536
2025-08-31,108899
2025-09-01,108462
2025-09-02,111276
2025-09-03,111994
2025-09-04,111493
2025-09-05,110860
2025-09-06,110201
2025-09-07,111245
2025-09-08,112253
2025-09-09,111552
2025-09-10,113869
2025-09-11,115170
2025-09-12,116096
2025-09-13,115934
2025-09-14,116063
2025-09-15,115336
2025-09-16,116891
2025-09-17,116597
2025-09-18,117100
2025-09-19,115669
2025-09-20,115844
2025-09-21,115601
2025-09-22,112735
2025-09-23,112171
2025-09-24,113380
2025-09-25,109471
2025-09-26,109611
2025-09-27,109642
2025-09-28,111958
2025-09-29,114244
2025-09-30,113962
2025-10-01,117803
2025-10-02,120319
2025-10-03,122516
2025-10-04,122349
2025-10-05,123270
2025-10-06,125083
2025-10-07,122083
2025-10-08,123310
2025-10-09,121748
2025-10-10,114071
2025-10-11,111167
2025-10-12,115370
2025-10-13,115618
2025-10-14,113264
2025-10-15,110712
2025-10-16,107810
2025-10-17,107029
2025-10-18,107169
2025-10-19,109191
2025-10-20,110866
2025-10-21,109107
2025-10-22,107205
2025-10-23,109998
2025-10-24,111054
2025-10-25,111645
2025-10-26,114678
2025-10-27,114114
2025-10-28,113254
2025-10-29,111031
2025-10-30,107868
2025-10-31,109529
2025-11-01,110033
2025-11-02,109959
2025-11-03,106422
2025-11-04,101260
2025-11-05,103709
2025-11-06,101383
2025-11-07,103620
2025-11-08,102355
2025-11-09,104699
2025-11-10,106031
2025-11-11,102960
2025-11-12,101969
2025-11-13,99751
2025-11-14,95070
2025-11-15,95551
2025-11-16,94110
2025-11-17,92150
2025-11-18,93102
2025-11-19,90389
2025-11-20,87968
2025-11-21,84278
2025-11-22,85029
2025-11-23,87967
2025-11-24,88653
2025-11-25,87622
2025-11-26,90365
2025-11-27,91336
2025-11-28,91049
2025-11-29,90773
2025-11-30,91261
2025-12-01,86597
2025-12-02,92000
2025-12-03,93796
2025-12-04,92388
2025-12-05,89300
2025-12-06,89301
2025-12-07,89625
2025-12-08,90859
2025-12-09,92883
2025-12-10,92535
2025-12-11,92459
2025-12-12,90340
2025-12-13,90153
2025-12-14,88427
2025-12-15,86229
2025-12-16,87764
2025-12-17,86308
2025-12-18,85537
2025-12-19,88272
2025-12-20,88250
2025-12-21,88436
2025-12-22,88610
2025-12-23,87352
2025-12-24,87940
2025-12-25,87586
2025-12-26,87471
2025-12-27,87527
2025-12-28,87866
2025-12-29,87230
2025-12-30,88317
2025-12-31,87589
2026-01-01,88533
2026-01-02,90158
2026-01-03,90548
2026-01-04,91173
2026-01-05,94173
2026-01-06,93291
2026-01-07,91086
2026-01-08,91133
2026-01-09,90495
2026-01-10,90306
2026-01-11,90426
2026-01-12,91152
2026-01-13,95656
2026-01-14,96904
2026-01-15,95539
2026-01-16,95466
2026-01-17,95127
2026-01-18,95442
2026-01-19,92517
2026-01-20,88362
2026-01-21,89692
2026-01-22,89269
2026-01-23,89518
2026-01-24,89290
2026-01-25,86420
2026-01-26,88043
2026-01-27,89130
2026-01-28,89245
2026-01-29,84396
2026-01-30,84086
2026-01-31,78051
2026-02-01,77196
2026-02-02,78734
2026-02-03,75631
2026-02-04,72390
2026-02-05,63933
2026-02-06,71292
2026-02-07,69397
2026-02-08,71015
2026-02-09,70352
2026-02-10,68649
2026-02-11,67429
2026-02-12,66251
2026-02-13,68919
2026-02-14,69940
2026-02-15,68920
2026-02-16,68563
2026-02-17,67515
2026-02-18,66380
2026-02-19,66908
2026-02-20,68062
2026-02-21,67982
2026-02-22,67653
2026-02-23,64735
2026-02-24,64116
2026-02-25,68463
2026-02-26,67590
2026-02-27,65624
2026-02-28,67114
2026-03-01,65197
2026-03-02,69372
2026-03-03,68285
2026-03-04,72696
2026-03-05,71235
2026-03-06,68349
2026-03-07,67249
2026-03-08,66232
2026-03-09,68657
2026-03-10,69715
2026-03-11,70378
2026-03-12,70194
2026-03-13,70800
2026-03-14,70726
2026-03-15,72724
2026-03-16,74734
2026-03-17,74341
2026-03-18,71147
2026-03-19,70187
2026-03-20,70770
2026-03-21,70283
2026-03-22,68301
2026-03-23,70771
2026-03-24,70312
2026-03-25,71354
2026-03-26,68834
2026-03-27,65981
2026-03-28,66697
2026-03-29,65813
2026-03-30,66728
2026-03-31,68109
2026-04-01,68117
2026-04-02,67020
2026-04-03,66884
2026-04-04,67391
2026-04-05,68309
2026-04-06,68800
2026-04-07,71489
2026-04-08,71069
2026-04-09,71964
2026-04-10,72900
2026-04-11,73404
2026-04-12,70922
2026-04-13,74657
2026-04-14,74056
2026-04-15,74990
2026-04-16,74888
2026-04-17,77314
2026-04-18,75850
2026-04-19,74088
2026-04-20,75991
2026-04-21,75659
2026-04-22,78654
2026-04-23,78244
2026-04-24,77358
2026-04-25,77580
2026-04-26,78322
2026-04-27,77060
2026-04-28,76239
2026-04-29,75912
2026-04-30,76226
2026-05-01,78147
2026-05-02,78829
2026-05-03,79166
2026-05-04,80057
2026-05-05,81112
2026-05-06,81352
2026-05-07,79910
2026-05-08,80278
2026-05-09,80726
2026-05-10,82010
2026-05-11,81810
2026-05-12,80631
2026-05-13,79398
2026-05-14,81425
2026-05-15,79062
2026-05-16,78157
2026-05-17,77951
2026-05-18,77026
2026-05-19,76655
2026-05-20,77425
2026-05-21,77550
2026-05-22,75657
2026-05-23,76486
2026-05-24,76721
2026-05-25,77060
2026-05-26,75646
2026-05-27,74299
2026-05-28,73366
2026-05-29,73393
2026-05-30,73784
2026-05-31,73853
2026-06-01,71316
2026-06-02,66306
2026-06-03,64810
2026-06-04,63695
2026-06-05,61620
2026-06-06,60581
2026-06-07,62841
2026-06-08,63424
2026-06-09,61682
2026-06-10,61332
2026-06-11,63429
2026-06-12,63473
2026-06-13,64429
2026-06-14,65354
2026-06-15,66169
2026-06-16,65714
2026-06-17,64244
2026-06-18,62823
2026-06-19,63258
2026-06-20,64210
2026-06-21,63725
2026-06-22,63889
2026-06-23,62513
2026-06-24,60781
2026-06-25,59766
2026-06-26,59955
2026-06-27,60149
2026-06-28,58995
2026-06-29,60280
2026-06-30,58548
2026-07-01,60364
2026-07-02,61417
2026-07-03,62516
2026-07-04,63137
2026-07-05,62844
